"year","month","engine_type","segment","model","registrations"
2023,1,"ELECTRIC","PASSENGER","AUDI_E-TRON_GT",1
2023,1,"ELECTRIC","PASSENGER","BMW_4_SERIES",14
2023,1,"ELECTRIC","PASSENGER","BMW_5_SERIES",0
2023,1,"ELECTRIC","PASSENGER","BMW_I",0
2023,1,"ELECTRIC","PASSENGER","CITROEN_C4",0
2023,1,"ELECTRIC","PASSENGER","HYUNDAI_IONIQ",4
2023,1,"ELECTRIC","PASSENGER","MERCEDES-BENZ_V-CLASS",1
2023,1,"ELECTRIC","PASSENGER","MINI_HATCH",23
2023,1,"ELECTRIC","PASSENGER","NISSAN_LEAF",4
2023,1,"ELECTRIC","PASSENGER","PEUGEOT_208",25
2023,1,"ELECTRIC","PASSENGER","PORSCHE_TAYCAN",3
2023,1,"ELECTRIC","PASSENGER","TESLA_MODEL_3",57
2023,1,"ELECTRIC","PASSENGER","POLESTAR_POLESTAR_2",10
2023,1,"ELECTRIC","PASSENGER","BYD_DOLPHIN",0
2023,1,"ELECTRIC","PASSENGER","CUPRA_BORN",0
2023,1,"ELECTRIC","PASSENGER","FIAT_500E",0
2023,1,"ELECTRIC","PASSENGER","FIAT_ABARTH_500E",0
2023,1,"ELECTRIC","PASSENGER","GWM_ORA",0
2023,1,"ELECTRIC","PASSENGER","HYUNDAI_IONIQ_6",0
2023,1,"ELECTRIC","PASSENGER","LDV_MIFA",0
2023,1,"ELECTRIC","PASSENGER","MERCEDES-BENZ_EQE",1
2023,1,"ELECTRIC","PASSENGER","MERCEDES-BENZ_EQS",1
2023,1,"ELECTRIC","PASSENGER","MG_4",0
2023,1,"ELECTRIC","PASSENGER","OPEL_CORSA",6
2023,1,"ELECTRIC","PASSENGER","RENAULT_MEGANE_E-TECH",0
2023,1,"ELECTRIC","PASSENGER","BYD_SEAL",0
2023,1,"ELECTRIC","PASSENGER","POLESTAR_2",0
2023,1,"ELECTRIC","PASSENGER","JEEP_AVENGER",0
2023,1,"ELECTRIC","PASSENGER","SUBARU_SOLTERRA",0
2023,1,"ELECTRIC","SUV","AUDI_E-TRON",2
2023,1,"ELECTRIC","SUV","BMW_I",7
2023,1,"ELECTRIC","SUV","BMW_X1",0
2023,1,"ELECTRIC","SUV","HYUNDAI_IONIQ_5",17
2023,1,"ELECTRIC","SUV","HYUNDAI_KONA",35
2023,1,"ELECTRIC","SUV","JAGUAR_I-PACE",4
2023,1,"ELECTRIC","SUV","KIA_NIRO",136
2023,1,"ELECTRIC","SUV","MAZDA_MX-30",1
2023,1,"ELECTRIC","SUV","MERCEDES-BENZ_EQA",22
2023,1,"ELECTRIC","SUV","MERCEDES-BENZ_EQC",4
2023,1,"ELECTRIC","SUV","MG_ZS",166
2023,1,"ELECTRIC","SUV","PEUGEOT_2008",19
2023,1,"ELECTRIC","SUV","SSANGYONG_KORANDO",0
2023,1,"ELECTRIC","SUV","VOLVO_XC40",5
2023,1,"ELECTRIC","SUV","KIA_EV6",148
2023,1,"ELECTRIC","SUV","LEXUS_UX300E",35
2023,1,"ELECTRIC","SUV","TESLA_MODEL_Y",133
2023,1,"ELECTRIC","SUV","AUDI_Q4_E-TRON",0
2023,1,"ELECTRIC","SUV","BYD_ATTO_3",235
2023,1,"ELECTRIC","SUV","FORD_MUSTANG_MACH-E",6
2023,1,"ELECTRIC","SUV","KIA_NIRO_PLUS",55
2023,1,"ELECTRIC","SUV","LEXUS_RZ",0
2023,1,"ELECTRIC","SUV","LOTUS_ELETRE",0
2023,1,"ELECTRIC","SUV","MERCEDES-BENZ_EQB",3
2023,1,"ELECTRIC","SUV","MERCEDES-BENZ_EQE",0
2023,1,"ELECTRIC","SUV","MERCEDES-BENZ_EQS",0
2023,1,"ELECTRIC","SUV","OPEL_MOKKA",16
2023,1,"ELECTRIC","SUV","SKODA_ENYAQ",0
2023,1,"ELECTRIC","SUV","TOYOTA_BZ4X",0
2023,1,"ELECTRIC","SUV","VOLKSWAGEN_ID.4",0
2023,1,"ELECTRIC","SUV","VOLKSWAGEN_ID.5",0
2023,1,"ELECTRIC","SUV","VOLVO_C40",8
2023,1,"ELECTRIC","SUV","AUDI_Q8_E-TRON",0
2023,1,"ELECTRIC","SUV","NISSAN_ARIYA",0
2023,1,"ELECTRIC","SUV","KIA_EV9",0
2023,1,"ELECTRIC","LIGHT_COMMERCIAL","FORD_TRANSIT",0
2023,1,"ELECTRIC","LIGHT_COMMERCIAL","FOTON_VIEW",0
2023,1,"ELECTRIC","LIGHT_COMMERCIAL","LDV_EDELIVER_3",4
2023,1,"ELECTRIC","LIGHT_COMMERCIAL","MERCEDES-BENZ_SPRINTER",0
2023,1,"ELECTRIC","LIGHT_COMMERCIAL","MERCEDES-BENZ_VITO",3
2023,1,"ELECTRIC","LIGHT_COMMERCIAL","PEUGEOT_EXPERT",0
2023,1,"ELECTRIC","LIGHT_COMMERCIAL","PEUGEOT_PARTNER",3
2023,1,"ELECTRIC","LIGHT_COMMERCIAL","RENAULT_KANGOO",0
2023,1,"ELECTRIC","LIGHT_COMMERCIAL","LDV_EDELIVER_9",7
2023,1,"ELECTRIC","LIGHT_COMMERCIAL","LDV_ET60",10
2023,1,"ELECTRIC","HEAVY_COMMERCIAL","ALEXANDER_DENNIS_ENVIRO_200",1
2023,1,"ELECTRIC","HEAVY_COMMERCIAL","CRRC_ET12MAX",0
2023,1,"ELECTRIC","HEAVY_COMMERCIAL","FACTORY_BUILT_GEELY",0
2023,1,"ELECTRIC","HEAVY_COMMERCIAL","FACTORY_BUILT_YUTONG",0
2023,1,"ELECTRIC","HEAVY_COMMERCIAL","FORD_TRANSIT",1
2023,1,"ELECTRIC","HEAVY_COMMERCIAL","FOTON_AUMARK",0
2023,1,"ELECTRIC","HEAVY_COMMERCIAL","FOTON_BJ",0
2023,1,"ELECTRIC","HEAVY_COMMERCIAL","FUSO_ECANTER_8",5
2023,1,"ELECTRIC","HEAVY_COMMERCIAL","SCANIA_P",0
2023,1,"ELECTRIC","HEAVY_COMMERCIAL","XCMG_E700",0
2023,1,"ELECTRIC","HEAVY_COMMERCIAL","LDV_EDELIVER_9",0
2023,1,"ELECTRIC","HEAVY_COMMERCIAL","FACTORY_BUILT_KAHU_EV",0
2023,1,"ELECTRIC","HEAVY_COMMERCIAL","FACTORY_BUILT_YANGZHOU_YAXING",2
2023,1,"ELECTRIC","HEAVY_COMMERCIAL","MERCEDES-BENZ_EACTROS",0
2023,1,"ELECTRIC","HEAVY_COMMERCIAL","FACTORY_BUILT_QINGLING",0
2023,1,"ELECTRIC","OTHERS","FIAT_500",0
2023,1,"ELECTRIC","OTHERS","FUSO_ECANTER",0
2023,1,"ELECTRIC","OTHERS","POLARIS_GOUPIL",0
2023,1,"ELECTRIC","OTHERS","FIAT_500E",0
2023,1,"ELECTRIC","OTHERS","HYUNDAI_MIGHTY_ELECTRIC",0
2023,1,"ELECTRIC_HYDROGEN_FUEL_CELL","PASSENGER","TOYOTA_MIRAI",0
2023,1,"ELECTRIC_HYDROGEN_FUEL_CELL","SUV","HYUNDAI_NEXO",0
2023,1,"PLUG-IN_PETROL_HYBRID","PASSENGER","AUDI_A3",0
2023,1,"PLUG-IN_PETROL_HYBRID","PASSENGER","BENTLEY_FLYING_SPUR",1
2023,1,"PLUG-IN_PETROL_HYBRID","PASSENGER","BMW_2_SERIES",0
2023,1,"PLUG-IN_PETROL_HYBRID","PASSENGER","BMW_3_SERIES",5
2023,1,"PLUG-IN_PETROL_HYBRID","PASSENGER","BMW_5_SERIES",1
2023,1,"PLUG-IN_PETROL_HYBRID","PASSENGER","BMW_7_SERIES",0
2023,1,"PLUG-IN_PETROL_HYBRID","PASSENGER","CUPRA_FORMENTOR",0
2023,1,"PLUG-IN_PETROL_HYBRID","PASSENGER","FERRARI_SF90_STRADALE",2
2023,1,"PLUG-IN_PETROL_HYBRID","PASSENGER","HYUNDAI_IONIQ",0
2023,1,"PLUG-IN_PETROL_HYBRID","PASSENGER","MERCEDES-BENZ_A-CLASS",5
2023,1,"PLUG-IN_PETROL_HYBRID","PASSENGER","MERCEDES-BENZ_C-CLASS",8
2023,1,"PLUG-IN_PETROL_HYBRID","PASSENGER","OPEL_ASTRA",0
2023,1,"PLUG-IN_PETROL_HYBRID","PASSENGER","PEUGEOT_308",5
2023,1,"PLUG-IN_PETROL_HYBRID","PASSENGER","PEUGEOT_508",0
2023,1,"PLUG-IN_PETROL_HYBRID","PASSENGER","PORSCHE_PANAMERA",0
2023,1,"PLUG-IN_PETROL_HYBRID","PASSENGER","SKODA_OCTAVIA",1
2023,1,"PLUG-IN_PETROL_HYBRID","PASSENGER","SKODA_SUPERB",0
2023,1,"PLUG-IN_PETROL_HYBRID","PASSENGER","TOYOTA_PRIUS",2
2023,1,"PLUG-IN_PETROL_HYBRID","PASSENGER","VOLKSWAGEN_GOLF",0
2023,1,"PLUG-IN_PETROL_HYBRID","PASSENGER","MCLAREN_ARTURA",0
2023,1,"PLUG-IN_PETROL_HYBRID","PASSENGER","VOLKSWAGEN_T7",9
2023,1,"PLUG-IN_PETROL_HYBRID","PASSENGER","FERRARI_296",1
2023,1,"PLUG-IN_PETROL_HYBRID","SUV","AUDI_Q3",0
2023,1,"PLUG-IN_PETROL_HYBRID","SUV","AUDI_Q5",0
2023,1,"PLUG-IN_PETROL_HYBRID","SUV","AUDI_Q7",0
2023,1,"PLUG-IN_PETROL_HYBRID","SUV","AUDI_Q8",0
2023,1,"PLUG-IN_PETROL_HYBRID","SUV","BENTLEY_BENTAYGA",0
2023,1,"PLUG-IN_PETROL_HYBRID","SUV","BMW_X3",1
2023,1,"PLUG-IN_PETROL_HYBRID","SUV","BMW_X5",5
2023,1,"PLUG-IN_PETROL_HYBRID","SUV","CITROEN_C5_AIRCROSS",12
2023,1,"PLUG-IN_PETROL_HYBRID","SUV","FORD_ESCAPE",57
2023,1,"PLUG-IN_PETROL_HYBRID","SUV","HYUNDAI_SANTA_FE",0
2023,1,"PLUG-IN_PETROL_HYBRID","SUV","HYUNDAI_TUCSON",0
2023,1,"PLUG-IN_PETROL_HYBRID","SUV","JAGUAR_F-PACE",2
2023,1,"PLUG-IN_PETROL_HYBRID","SUV","JEEP_COMPASS",0
2023,1,"PLUG-IN_PETROL_HYBRID","SUV","JEEP_GRAND_CHEROKEE",0
2023,1,"PLUG-IN_PETROL_HYBRID","SUV","JEEP_RENEGADE",0
2023,1,"PLUG-IN_PETROL_HYBRID","SUV","KIA_NIRO",38
2023,1,"PLUG-IN_PETROL_HYBRID","SUV","KIA_SORENTO",7
2023,1,"PLUG-IN_PETROL_HYBRID","SUV","LAND_ROVER_DEFENDER",0
2023,1,"PLUG-IN_PETROL_HYBRID","SUV","LAND_ROVER_RANGE_ROVER",10
2023,1,"PLUG-IN_PETROL_HYBRID","SUV","LAND_ROVER_RANGE_ROVER_EVOQUE",1
2023,1,"PLUG-IN_PETROL_HYBRID","SUV","LAND_ROVER_RANGE_ROVER_SPORT",2
2023,1,"PLUG-IN_PETROL_HYBRID","SUV","LAND_ROVER_RANGE_ROVER_VELAR",1
2023,1,"PLUG-IN_PETROL_HYBRID","SUV","MERCEDES-BENZ_GLC",4
2023,1,"PLUG-IN_PETROL_HYBRID","SUV","MG_HS",30
2023,1,"PLUG-IN_PETROL_HYBRID","SUV","MINI_COUNTRYMAN",9
2023,1,"PLUG-IN_PETROL_HYBRID","SUV","MITSUBISHI_ECLIPSE_CROSS",226
2023,1,"PLUG-IN_PETROL_HYBRID","SUV","MITSUBISHI_OUTLANDER",24
2023,1,"PLUG-IN_PETROL_HYBRID","SUV","PEUGEOT_3008",3
2023,1,"PLUG-IN_PETROL_HYBRID","SUV","PEUGEOT_408",0
2023,1,"PLUG-IN_PETROL_HYBRID","SUV","PORSCHE_CAYENNE",7
2023,1,"PLUG-IN_PETROL_HYBRID","SUV","VOLVO_XC60",2
2023,1,"PLUG-IN_PETROL_HYBRID","SUV","VOLVO_XC90",9
2023,1,"PLUG-IN_PETROL_HYBRID","SUV","LEXUS_NX",3
2023,1,"PLUG-IN_PETROL_HYBRID","SUV","BMW_XM",0
2023,1,"PLUG-IN_PETROL_HYBRID","SUV","LEXUS_RX",0
2023,1,"PLUG-IN_PETROL_HYBRID","SUV","MAZDA_CX-60",0
2023,1,"PLUG-IN_PETROL_HYBRID","SUV","OPEL_GRANDLAND",0
2023,1,"PLUG-IN_PETROL_HYBRID","SUV","BYD_SEAL_U",0
2023,1,"PLUG-IN_PETROL_HYBRID","LIGHT_COMMERCIAL","FORD_TRANSIT",10
2023,1,"PLUG-IN_PETROL_HYBRID","OTHERS","FORD_ESCAPE",0
2023,1,"PLUG-IN_PETROL_HYBRID","OTHERS","MAZDA_CX-60",0
2023,1,"PLUG-IN_PETROL_HYBRID","OTHERS","LEVC_VN5",0
2023,1,"PETROL_HYBRID","PASSENGER","CUPRA_LEON",0
2023,1,"PETROL_HYBRID","PASSENGER","FORD_FOCUS",33
2023,1,"PETROL_HYBRID","PASSENGER","HAVAL_JOLION",0
2023,1,"PETROL_HYBRID","PASSENGER","HONDA_JAZZ",160
2023,1,"PETROL_HYBRID","PASSENGER","HYUNDAI_IONIQ",18
2023,1,"PETROL_HYBRID","PASSENGER","LEXUS_ES300H",5
2023,1,"PETROL_HYBRID","PASSENGER","LEXUS_IS300H",4
2023,1,"PETROL_HYBRID","PASSENGER","MASERATI_GHIBLI",0
2023,1,"PETROL_HYBRID","PASSENGER","MAZDA_MAZDA3",6
2023,1,"PETROL_HYBRID","PASSENGER","MERCEDES-BENZ_C-CLASS",8
2023,1,"PETROL_HYBRID","PASSENGER","SEAT_LEON",7
2023,1,"PETROL_HYBRID","PASSENGER","SUZUKI_SWIFT",70
2023,1,"PETROL_HYBRID","PASSENGER","TOYOTA_CAMRY",18
2023,1,"PETROL_HYBRID","PASSENGER","TOYOTA_COROLLA",193
2023,1,"PETROL_HYBRID","PASSENGER","TOYOTA_YARIS",81
2023,1,"PETROL_HYBRID","PASSENGER","VOLVO_S60",0
2023,1,"PETROL_HYBRID","PASSENGER","VOLVO_V60_CROSS_COUNTRY",2
2023,1,"PETROL_HYBRID","PASSENGER","GWM_HAVAL_JOLION",0
2023,1,"PETROL_HYBRID","SUV","BMW_X7",1
2023,1,"PETROL_HYBRID","SUV","FORD_ESCAPE",21
2023,1,"PETROL_HYBRID","SUV","FORD_PUMA",28
2023,1,"PETROL_HYBRID","SUV","HAVAL_H6",62
2023,1,"PETROL_HYBRID","SUV","HAVAL_JOLION",49
2023,1,"PETROL_HYBRID","SUV","HONDA_CRV",0
2023,1,"PETROL_HYBRID","SUV","HYUNDAI_KONA",61
2023,1,"PETROL_HYBRID","SUV","HYUNDAI_SANTA_FE",26
2023,1,"PETROL_HYBRID","SUV","HYUNDAI_TUCSON",3
2023,1,"PETROL_HYBRID","SUV","KIA_NIRO",164
2023,1,"PETROL_HYBRID","SUV","KIA_SORENTO",58
2023,1,"PETROL_HYBRID","SUV","LEXUS_UX250H",3
2023,1,"PETROL_HYBRID","SUV","MASERATI_LEVANTE",2
2023,1,"PETROL_HYBRID","SUV","MAZDA_CX-30",5
2023,1,"PETROL_HYBRID","SUV","MAZDA_MX-30",8
2023,1,"PETROL_HYBRID","SUV","MERCEDES-BENZ_GLC",0
2023,1,"PETROL_HYBRID","SUV","MERCEDES-BENZ_GLE",2
2023,1,"PETROL_HYBRID","SUV","SUBARU_FORESTER",5
2023,1,"PETROL_HYBRID","SUV","SUBARU_XV",8
2023,1,"PETROL_HYBRID","SUV","TOYOTA_C-HR",153
2023,1,"PETROL_HYBRID","SUV","TOYOTA_HIGHLANDER",40
2023,1,"PETROL_HYBRID","SUV","TOYOTA_RAV4",337
2023,1,"PETROL_HYBRID","SUV","TOYOTA_YARIS_CROSS",212
2023,1,"PETROL_HYBRID","SUV","VOLVO_XC40",6
2023,1,"PETROL_HYBRID","SUV","VOLVO_XC60",9
2023,1,"PETROL_HYBRID","SUV","VOLVO_XC90",10
2023,1,"PETROL_HYBRID","SUV","LEXUS_NX",9
2023,1,"PETROL_HYBRID","SUV","RENAULT_ARKANA",5
2023,1,"PETROL_HYBRID","SUV","SUZUKI_S-CROSS",0
2023,1,"PETROL_HYBRID","SUV","ALFA_ROMEO_TONALE",0
2023,1,"PETROL_HYBRID","SUV","GWM_H6",0
2023,1,"PETROL_HYBRID","SUV","GWM_JOLION",0
2023,1,"PETROL_HYBRID","SUV","HONDA_ZRV",0
2023,1,"PETROL_HYBRID","SUV","KIA_NIRO_PLUS",33
2023,1,"PETROL_HYBRID","SUV","LEXUS_RX",1
2023,1,"PETROL_HYBRID","SUV","MASERATI_GRECALE",0
2023,1,"PETROL_HYBRID","SUV","MAZDA_CX-60",0
2023,1,"PETROL_HYBRID","SUV","MAZDA_CX-90",0
2023,1,"PETROL_HYBRID","SUV","SUBARU_CROSSTREK",0
2023,1,"PETROL_HYBRID","SUV","TOYOTA_COROLLA_CROSS",195
2023,1,"PETROL_HYBRID","SUV","GWM_HAVAL_H6",0
2023,1,"PETROL_HYBRID","OTHERS","TOYOTA_RAV4",0
2023,2,"ELECTRIC","PASSENGER","AUDI_E-TRON_GT",5
2023,2,"ELECTRIC","PASSENGER","BMW_4_SERIES",18
2023,2,"ELECTRIC","PASSENGER","BMW_5_SERIES",0
2023,2,"ELECTRIC","PASSENGER","BMW_I",0
2023,2,"ELECTRIC","PASSENGER","CITROEN_C4",0
2023,2,"ELECTRIC","PASSENGER","HYUNDAI_IONIQ",14
2023,2,"ELECTRIC","PASSENGER","MERCEDES-BENZ_V-CLASS",0
2023,2,"ELECTRIC","PASSENGER","MINI_HATCH",14
2023,2,"ELECTRIC","PASSENGER","NISSAN_LEAF",3
2023,2,"ELECTRIC","PASSENGER","PEUGEOT_208",15
2023,2,"ELECTRIC","PASSENGER","PORSCHE_TAYCAN",10
2023,2,"ELECTRIC","PASSENGER","TESLA_MODEL_3",73
2023,2,"ELECTRIC","PASSENGER","POLESTAR_POLESTAR_2",6
2023,2,"ELECTRIC","PASSENGER","BYD_DOLPHIN",0
2023,2,"ELECTRIC","PASSENGER","CUPRA_BORN",0
2023,2,"ELECTRIC","PASSENGER","FIAT_500E",0
2023,2,"ELECTRIC","PASSENGER","FIAT_ABARTH_500E",0
2023,2,"ELECTRIC","PASSENGER","GWM_ORA",0
2023,2,"ELECTRIC","PASSENGER","HYUNDAI_IONIQ_6",5
2023,2,"ELECTRIC","PASSENGER","LDV_MIFA",0
2023,2,"ELECTRIC","PASSENGER","MERCEDES-BENZ_EQE",4
2023,2,"ELECTRIC","PASSENGER","MERCEDES-BENZ_EQS",1
2023,2,"ELECTRIC","PASSENGER","MG_4",0
2023,2,"ELECTRIC","PASSENGER","OPEL_CORSA",4
2023,2,"ELECTRIC","PASSENGER","RENAULT_MEGANE_E-TECH",0
2023,2,"ELECTRIC","PASSENGER","BYD_SEAL",0
2023,2,"ELECTRIC","PASSENGER","POLESTAR_2",0
2023,2,"ELECTRIC","PASSENGER","JEEP_AVENGER",0
2023,2,"ELECTRIC","PASSENGER","SUBARU_SOLTERRA",0
2023,2,"ELECTRIC","SUV","AUDI_E-TRON",7
2023,2,"ELECTRIC","SUV","BMW_I",3
2023,2,"ELECTRIC","SUV","BMW_X1",0
2023,2,"ELECTRIC","SUV","HYUNDAI_IONIQ_5",22
2023,2,"ELECTRIC","SUV","HYUNDAI_KONA",94
2023,2,"ELECTRIC","SUV","JAGUAR_I-PACE",4
2023,2,"ELECTRIC","SUV","KIA_NIRO",18
2023,2,"ELECTRIC","SUV","MAZDA_MX-30",2
2023,2,"ELECTRIC","SUV","MERCEDES-BENZ_EQA",13
2023,2,"ELECTRIC","SUV","MERCEDES-BENZ_EQC",3
2023,2,"ELECTRIC","SUV","MG_ZS",102
2023,2,"ELECTRIC","SUV","PEUGEOT_2008",7
2023,2,"ELECTRIC","SUV","SSANGYONG_KORANDO",0
2023,2,"ELECTRIC","SUV","VOLVO_XC40",2
2023,2,"ELECTRIC","SUV","KIA_EV6",9
2023,2,"ELECTRIC","SUV","LEXUS_UX300E",3
2023,2,"ELECTRIC","SUV","TESLA_MODEL_Y",95
2023,2,"ELECTRIC","SUV","AUDI_Q4_E-TRON",0
2023,2,"ELECTRIC","SUV","BYD_ATTO_3",142
2023,2,"ELECTRIC","SUV","FORD_MUSTANG_MACH-E",2
2023,2,"ELECTRIC","SUV","KIA_NIRO_PLUS",21
2023,2,"ELECTRIC","SUV","LEXUS_RZ",0
2023,2,"ELECTRIC","SUV","LOTUS_ELETRE",0
2023,2,"ELECTRIC","SUV","MERCEDES-BENZ_EQB",7
2023,2,"ELECTRIC","SUV","MERCEDES-BENZ_EQE",0
2023,2,"ELECTRIC","SUV","MERCEDES-BENZ_EQS",0
2023,2,"ELECTRIC","SUV","OPEL_MOKKA",8
2023,2,"ELECTRIC","SUV","SKODA_ENYAQ",0
2023,2,"ELECTRIC","SUV","TOYOTA_BZ4X",0
2023,2,"ELECTRIC","SUV","VOLKSWAGEN_ID.4",0
2023,2,"ELECTRIC","SUV","VOLKSWAGEN_ID.5",0
2023,2,"ELECTRIC","SUV","VOLVO_C40",1
2023,2,"ELECTRIC","SUV","AUDI_Q8_E-TRON",0
2023,2,"ELECTRIC","SUV","NISSAN_ARIYA",0
2023,2,"ELECTRIC","SUV","KIA_EV9",0
2023,2,"ELECTRIC","LIGHT_COMMERCIAL","FORD_TRANSIT",0
2023,2,"ELECTRIC","LIGHT_COMMERCIAL","FOTON_VIEW",0
2023,2,"ELECTRIC","LIGHT_COMMERCIAL","LDV_EDELIVER_3",9
2023,2,"ELECTRIC","LIGHT_COMMERCIAL","MERCEDES-BENZ_SPRINTER",1
2023,2,"ELECTRIC","LIGHT_COMMERCIAL","MERCEDES-BENZ_VITO",5
2023,2,"ELECTRIC","LIGHT_COMMERCIAL","PEUGEOT_EXPERT",0
2023,2,"ELECTRIC","LIGHT_COMMERCIAL","PEUGEOT_PARTNER",1
2023,2,"ELECTRIC","LIGHT_COMMERCIAL","RENAULT_KANGOO",0
2023,2,"ELECTRIC","LIGHT_COMMERCIAL","LDV_EDELIVER_9",1
2023,2,"ELECTRIC","LIGHT_COMMERCIAL","LDV_ET60",6
2023,2,"ELECTRIC","HEAVY_COMMERCIAL","ALEXANDER_DENNIS_ENVIRO_200",0
2023,2,"ELECTRIC","HEAVY_COMMERCIAL","CRRC_ET12MAX",0
2023,2,"ELECTRIC","HEAVY_COMMERCIAL","FACTORY_BUILT_GEELY",0
2023,2,"ELECTRIC","HEAVY_COMMERCIAL","FACTORY_BUILT_YUTONG",3
2023,2,"ELECTRIC","HEAVY_COMMERCIAL","FORD_TRANSIT",2
2023,2,"ELECTRIC","HEAVY_COMMERCIAL","FOTON_AUMARK",0
2023,2,"ELECTRIC","HEAVY_COMMERCIAL","FOTON_BJ",0
2023,2,"ELECTRIC","HEAVY_COMMERCIAL","FUSO_ECANTER_8",0
2023,2,"ELECTRIC","HEAVY_COMMERCIAL","SCANIA_P",0
2023,2,"ELECTRIC","HEAVY_COMMERCIAL","XCMG_E700",0
2023,2,"ELECTRIC","HEAVY_COMMERCIAL","LDV_EDELIVER_9",0
2023,2,"ELECTRIC","HEAVY_COMMERCIAL","FACTORY_BUILT_KAHU_EV",0
2023,2,"ELECTRIC","HEAVY_COMMERCIAL","FACTORY_BUILT_YANGZHOU_YAXING",3
2023,2,"ELECTRIC","HEAVY_COMMERCIAL","MERCEDES-BENZ_EACTROS",0
2023,2,"ELECTRIC","HEAVY_COMMERCIAL","FACTORY_BUILT_QINGLING",0
2023,2,"ELECTRIC","OTHERS","FIAT_500",0
2023,2,"ELECTRIC","OTHERS","FUSO_ECANTER",0
2023,2,"ELECTRIC","OTHERS","POLARIS_GOUPIL",0
2023,2,"ELECTRIC","OTHERS","FIAT_500E",1
2023,2,"ELECTRIC","OTHERS","HYUNDAI_MIGHTY_ELECTRIC",0
2023,2,"ELECTRIC_HYDROGEN_FUEL_CELL","PASSENGER","TOYOTA_MIRAI",0
2023,2,"ELECTRIC_HYDROGEN_FUEL_CELL","SUV","HYUNDAI_NEXO",0
2023,2,"PLUG-IN_PETROL_HYBRID","PASSENGER","AUDI_A3",0
2023,2,"PLUG-IN_PETROL_HYBRID","PASSENGER","BENTLEY_FLYING_SPUR",0
2023,2,"PLUG-IN_PETROL_HYBRID","PASSENGER","BMW_2_SERIES",0
2023,2,"PLUG-IN_PETROL_HYBRID","PASSENGER","BMW_3_SERIES",2
2023,2,"PLUG-IN_PETROL_HYBRID","PASSENGER","BMW_5_SERIES",1
2023,2,"PLUG-IN_PETROL_HYBRID","PASSENGER","BMW_7_SERIES",0
2023,2,"PLUG-IN_PETROL_HYBRID","PASSENGER","CUPRA_FORMENTOR",0
2023,2,"PLUG-IN_PETROL_HYBRID","PASSENGER","FERRARI_SF90_STRADALE",0
2023,2,"PLUG-IN_PETROL_HYBRID","PASSENGER","HYUNDAI_IONIQ",3
2023,2,"PLUG-IN_PETROL_HYBRID","PASSENGER","MERCEDES-BENZ_A-CLASS",3
2023,2,"PLUG-IN_PETROL_HYBRID","PASSENGER","MERCEDES-BENZ_C-CLASS",4
2023,2,"PLUG-IN_PETROL_HYBRID","PASSENGER","OPEL_ASTRA",0
2023,2,"PLUG-IN_PETROL_HYBRID","PASSENGER","PEUGEOT_308",9
2023,2,"PLUG-IN_PETROL_HYBRID","PASSENGER","PEUGEOT_508",0
2023,2,"PLUG-IN_PETROL_HYBRID","PASSENGER","PORSCHE_PANAMERA",1
2023,2,"PLUG-IN_PETROL_HYBRID","PASSENGER","SKODA_OCTAVIA",2
2023,2,"PLUG-IN_PETROL_HYBRID","PASSENGER","SKODA_SUPERB",1
2023,2,"PLUG-IN_PETROL_HYBRID","PASSENGER","TOYOTA_PRIUS",0
2023,2,"PLUG-IN_PETROL_HYBRID","PASSENGER","VOLKSWAGEN_GOLF",0
2023,2,"PLUG-IN_PETROL_HYBRID","PASSENGER","MCLAREN_ARTURA",0
2023,2,"PLUG-IN_PETROL_HYBRID","PASSENGER","VOLKSWAGEN_T7",4
2023,2,"PLUG-IN_PETROL_HYBRID","PASSENGER","FERRARI_296",0
2023,2,"PLUG-IN_PETROL_HYBRID","SUV","AUDI_Q3",0
2023,2,"PLUG-IN_PETROL_HYBRID","SUV","AUDI_Q5",3
2023,2,"PLUG-IN_PETROL_HYBRID","SUV","AUDI_Q7",0
2023,2,"PLUG-IN_PETROL_HYBRID","SUV","AUDI_Q8",0
2023,2,"PLUG-IN_PETROL_HYBRID","SUV","BENTLEY_BENTAYGA",0
2023,2,"PLUG-IN_PETROL_HYBRID","SUV","BMW_X3",3
2023,2,"PLUG-IN_PETROL_HYBRID","SUV","BMW_X5",2
2023,2,"PLUG-IN_PETROL_HYBRID","SUV","CITROEN_C5_AIRCROSS",4
2023,2,"PLUG-IN_PETROL_HYBRID","SUV","FORD_ESCAPE",23
2023,2,"PLUG-IN_PETROL_HYBRID","SUV","HYUNDAI_SANTA_FE",0
2023,2,"PLUG-IN_PETROL_HYBRID","SUV","HYUNDAI_TUCSON",0
2023,2,"PLUG-IN_PETROL_HYBRID","SUV","JAGUAR_F-PACE",0
2023,2,"PLUG-IN_PETROL_HYBRID","SUV","JEEP_COMPASS",0
2023,2,"PLUG-IN_PETROL_HYBRID","SUV","JEEP_GRAND_CHEROKEE",1
2023,2,"PLUG-IN_PETROL_HYBRID","SUV","JEEP_RENEGADE",0
2023,2,"PLUG-IN_PETROL_HYBRID","SUV","KIA_NIRO",3
2023,2,"PLUG-IN_PETROL_HYBRID","SUV","KIA_SORENTO",32
2023,2,"PLUG-IN_PETROL_HYBRID","SUV","LAND_ROVER_DEFENDER",0
2023,2,"PLUG-IN_PETROL_HYBRID","SUV","LAND_ROVER_RANGE_ROVER",16
