"year","month","country","value"
•	Israel
2024,8,"ISRAEL",1338
2024,7,"ISRAEL",188
2024,6,"ISRAEL",841
2024,5,"ISRAEL",407
2024,3,"ISRAEL",1418
2024,2,"ISRAEL",349
•	UAE
•	Jordan
•	Qatar
