"year","month","brand","model","value"
2024,4,"KIA","RIO",18
2024,4,"KIA","SORENTO",523
2024,4,"KIA","SOUL",44
2024,4,"KIA","SPORTAGE",1268
2024,4,"KIA","STINGER",1
2024,4,"KIA","STONIC",682
2024,4,"LADA","NIVA",5
2024,4,"LAMBORGHINI","URUS",53
2024,4,"LAND ROVER","DEFENDER",329
2024,4,"LAND ROVER","DISCOVERY",60
2024,4,"LAND ROVER","DISCOVERY SPORT",85
2024,4,"LAND ROVER","RANGE ROVER",104
2024,4,"LAND ROVER","RANGE ROVER EVOQUE",240
2024,4,"LAND ROVER","RANGE ROVER SPORT",234
2024,4,"LAND ROVER","RANGE ROVER VELAR",154
2024,4,"LEXUS","ES",26
2024,4,"LEXUS","LBX",109
2024,4,"LEXUS","LC",17
2024,4,"LEXUS","LM",6
2024,4,"LEXUS","NX",143
2024,4,"LEXUS","RX",71
2024,4,"LEXUS","RZ",8
2024,4,"LEXUS","UX",61
2024,4,"LOTUS","ELETRE",13
2024,4,"LUCID","AIR",26
2024,4,"LYNK & CO","01",20
2024,4,"MAN","TGE",127
2024,4,"MASERATI","GRANTURISMO",8
2024,4,"MASERATI","GRECALE",41
2024,4,"MASERATI","LEVANTE",19
2024,4,"MAXUS",,7
2024,4,"MAZDA","2",801
2024,4,"MAZDA","3",308
2024,4,"MAZDA","6",428
2024,4,"MAZDA","CX-5",956
2024,4,"MAZDA","CX-30",862
2024,4,"MAZDA","CX-60",475
2024,4,"MAZDA","MX-5",74
2024,4,"MAZDA","MX-30",122
2024,4,"MERCEDES","A-KLASSE",1477
2024,4,"MERCEDES","AMG GT",154
2024,4,"MERCEDES","B-KLASSE",466
2024,4,"MERCEDES","C-KLASSE",2193
2024,4,"MERCEDES","CITAN",399
2024,4,"MERCEDES","CLA-KLASSE",1875
2024,4,"MERCEDES","CLE",404
2024,4,"MERCEDES","CLS",28
2024,4,"MERCEDES","E-KLASSE",3090
2024,4,"MERCEDES","E-KLASSE COUPE",26
2024,4,"MERCEDES","G-KLASSE",494
2024,4,"MERCEDES","GL-KLASSE, GLS",321
2024,4,"MERCEDES","GLA",1976
2024,4,"MERCEDES","GLB",1654
2024,4,"MERCEDES","GLK, GLC",2534
2024,4,"MERCEDES","ML-KLASSE, GLE",1097
2024,4,"MERCEDES","S-KLASSE",558
2024,4,"MERCEDES","SL",160
2024,4,"MERCEDES","SPRINTER",931
2024,4,"MERCEDES","V-KLASSE",1990
2024,4,"MERCEDES","VITO",717
2024,4,"MG ROEWE","3",8
2024,4,"MG ROEWE","4",594
2024,4,"MG ROEWE","5",48
2024,4,"MG ROEWE","MARVEL",23
2024,4,"MG ROEWE","RX6",130
2024,4,"MG ROEWE","ZS",501
2024,4,"MINI","MINI",2512
2024,4,"MITSUBISHI","ASX",283
2024,4,"MITSUBISHI","COLT",327
2024,4,"MITSUBISHI","ECLIPSE CROSS",156
2024,4,"MITSUBISHI","MIRAGE, SPACE STAR",1141
2024,4,"MORGAN",,4
2024,4,"NIO","EL6",9
2024,4,"NIO","EL7",6
2024,4,"NIO","ET5",13
2024,4,"NIO","ET7",23
2024,4,"NISSAN","ARIYA",32
2024,4,"NISSAN","JUKE",691
2024,4,"NISSAN","LEAF",12
2024,4,"NISSAN","PRIMASTAR",160
2024,4,"NISSAN","QASHQAI",1179
2024,4,"NISSAN","TOWNSTAR",281
2024,4,"NISSAN","X-TRAIL",416
2024,4,"OPEL","ASTRA",3824
2024,4,"OPEL","COMBO",266
2024,4,"OPEL","CORSA",2260
2024,4,"OPEL","CROSSLAND X",502
2024,4,"OPEL","GRANDLAND X",1030
2024,4,"OPEL","MOKKA",1463
2024,4,"OPEL","MOVANO",68
2024,4,"OPEL","VIVARO",13
2024,4,"OPEL","ZAFIRA LIFE",86
2024,4,"PEUGEOT","208",1176
2024,4,"PEUGEOT","308",1156
2024,4,"PEUGEOT","408",102
2024,4,"PEUGEOT","508",182
2024,4,"PEUGEOT","2008",1483
2024,4,"PEUGEOT","3008",511
2024,4,"PEUGEOT","5008",315
2024,4,"PEUGEOT","BOXER",376
2024,4,"PEUGEOT","EXPERT",38
2024,4,"PEUGEOT","RIFTER",27
2024,4,"POLESTAR","2",206
2024,4,"PORSCHE","911",1545
2024,4,"PORSCHE","BOXSTER",265
2024,4,"PORSCHE","CAYENNE",867
2024,4,"PORSCHE","CAYMAN",130
2024,4,"PORSCHE","MACAN",747
2024,4,"PORSCHE","PANAMERA",93
2024,4,"PORSCHE","TAYCAN",298
2024,4,"RENAULT","ARKANA",153
2024,4,"RENAULT","AUSTRAL",561
2024,4,"RENAULT","CAPTUR",429
2024,4,"RENAULT","CLIO",1029
2024,4,"RENAULT","ESPACE",204
2024,4,"RENAULT","KANGOO",545
2024,4,"RENAULT","KOLEOS",19
2024,4,"RENAULT","MASTER",187
2024,4,"RENAULT","MEGANE",211
2024,4,"RENAULT","RAFALE",4
2024,4,"RENAULT","SCENIC",6
2024,4,"RENAULT","TRAFIC",235
2024,4,"RENAULT","TWINGO",387
2024,4,"RENAULT","ZOE",117
2024,4,"ROLLS ROYCE","CULLINAN",9
2024,4,"ROLLS ROYCE","SPECTRE",9
2024,4,"SEAT","ARONA",1868
2024,4,"SEAT","ATECA",1617
2024,4,"SEAT","BORN",700
2024,4,"SEAT","FORMENTOR",2450
2024,4,"SEAT","IBIZA",1881
2024,4,"SEAT","LEON",3120
2024,4,"SEAT","TARRACO",562
2024,4,"SKODA","ENYAQ",1469
2024,4,"SKODA","FABIA",2245
2024,4,"SKODA","KAMIQ",1777
2024,4,"SKODA","KAROQ",1720
2024,4,"SKODA","KODIAQ",1820
2024,4,"SKODA","OCTAVIA",4176
2024,4,"SKODA","SCALA",868
2024,4,"SKODA","SUPERB",1412
2024,4,"SMART","1",789
2024,4,"SMART","3",122
2024,4,"SMART","FORTWO",621
2024,4,"SSANGYONG","KORANDO",42
2024,4,"SSANGYONG","REXTON",52
2024,4,"SSANGYONG","TIVOLI",44
2024,4,"SSANGYONG","TORRES",57
2024,4,"SUBARU","BRZ",28
2024,4,"SUBARU","FORESTER",110
2024,4,"SUBARU","IMPREZA",1
2024,4,"SUBARU","OUTBACK",114
2024,4,"SUBARU","SOLTERRA",6
2024,4,"SUBARU","XV",47
2024,4,"SUZUKI","ACROSS",22
2024,4,"SUZUKI","IGNIS",594
2024,4,"SUZUKI","JIMNY",7
2024,4,"SUZUKI","SWACE",48
2024,4,"SUZUKI","SWIFT",634
2024,4,"SUZUKI","SX4",203
2024,4,"SUZUKI","VITARA",464
2024,4,"TESLA","MODEL 3",492
2024,4,"TESLA","MODEL S",17
2024,4,"TESLA","MODEL X",26
2024,4,"TESLA","MODEL Y",1102
2024,4,"TOYOTA","AYGO",1485
2024,4,"TOYOTA","BZ4",113
2024,4,"TOYOTA","C-HR",494
2024,4,"TOYOTA","CAMRY",5
2024,4,"TOYOTA","COROLLA",1598
2024,4,"TOYOTA","GR 86",63
2024,4,"TOYOTA","HIGHLANDER",10
2024,4,"TOYOTA","LANDCRUISER",70
2024,4,"TOYOTA","MIRAI",5
2024,4,"TOYOTA","PRIUS",13
2024,4,"TOYOTA","PROACE",356
2024,4,"TOYOTA","RAV 4",506
2024,4,"TOYOTA","SUPRA",26
2024,4,"TOYOTA","YARIS",2758
2024,4,"VINFAST","VF 8",2
2024,4,"VOLVO","60",529
2024,4,"VOLVO","90",188
2024,4,"VOLVO","C40",105
2024,4,"VOLVO","EX30",1064
2024,4,"VOLVO","XC40",1170
2024,4,"VOLVO","XC60",2005
2024,4,"VOLVO","XC90",592
2024,4,"VW","ARTEON",331
2024,4,"VW","CADDY",1749
2024,4,"VW","CRAFTER",473
2024,4,"VW","GOLF",11689
2024,4,"VW","ID. BUZZ",241
2024,4,"VW","ID.3",1992
2024,4,"VW","ID.4, ID.5",3234
2024,4,"VW","ID.7",458
2024,4,"VW","PASSAT",4100
2024,4,"VW","POLO",3085
2024,4,"VW","T-CROSS",3004
2024,4,"VW","T-ROC",7422
2024,4,"VW","TAIGO",1875
2024,4,"VW","TIGUAN",5689
2024,4,"VW","TOUAREG",544
2024,4,"VW","TOURAN",1238
2024,4,"VW","TRANSPORTER",3317
2024,4,"VW","UP",238
2024,5,"ALFA ROMEO","GIULIA",105
2024,5,"ALFA ROMEO","STELVIO",315
2024,5,"ALFA ROMEO","TONALE",165
2024,5,"ALPINE","A110",43
2024,5,"ASTON MARTIN","DBX",18
2024,5,"ASTON MARTIN","V8",6
2024,5,"AUDI","A1",1065
2024,5,"AUDI","A3",2992
2024,5,"AUDI","A4",4002
2024,5,"AUDI","A5",1133
2024,5,"AUDI","A6",2084
2024,5,"AUDI","A7",168
2024,5,"AUDI","A8",118
2024,5,"AUDI","E-TRON GT",120
2024,5,"AUDI","Q2",1207
2024,5,"AUDI","Q3",1889
2024,5,"AUDI","Q4",1058
2024,5,"AUDI","Q5",1172
2024,5,"AUDI","Q6",17
2024,5,"AUDI","Q7",210
2024,5,"AUDI","Q8",646
2024,5,"AUDI","R8",78
2024,5,"AUDI","TT",115
2024,5,"BENTLEY","BENTAYGA",19
2024,5,"BENTLEY","CONTINENTAL",43
2024,5,"BMW","1ER",2092
2024,5,"BMW","2ER",1275
2024,5,"BMW","3ER",2989
2024,5,"BMW","4ER",1705
2024,5,"BMW","5ER",1596
2024,5,"BMW","7ER",259
2024,5,"BMW","8ER",125
2024,5,"BMW","IX",332
2024,5,"BMW","X1",2909
2024,5,"BMW","X2",467
2024,5,"BMW","X3",2129
2024,5,"BMW","X4",458
2024,5,"BMW","X5",1065
2024,5,"BMW","X6",356
2024,5,"BMW","X7",254
2024,5,"BMW","XM",110
2024,5,"BMW","Z4",351
2024,5,"BYD","ATTO 3",55
2024,5,"BYD","DOLPHIN",29
2024,5,"BYD","SEAL",67
2024,5,"BYD","SEAL U",32
2024,5,"CADILLAC","ESCALADE",8
2024,5,"CADILLAC","XT4",4
2024,5,"CITROEN","BERLINGO",561
2024,5,"CITROEN","C3",1748
2024,5,"CITROEN","C4",418
2024,5,"CITROEN","C5",410
2024,5,"CITROEN","JUMPER",1021
2024,5,"CITROEN","JUMPY",201
2024,5,"DACIA","DUSTER",1443
2024,5,"DACIA","JOGGER",985
2024,5,"DACIA","LOGAN",79
2024,5,"DACIA","SANDERO",2412
2024,5,"DACIA","SPRING",214
2024,5,"DS","DS3",12
2024,5,"DS","DS4",58
2024,5,"DS","DS7 CROSSBACK",118
2024,5,"FERRARI","296",73
2024,5,"FERRARI","PORTOFINO",3
2024,5,"FERRARI","PUROSANGUE",26
2024,5,"FERRARI","ROMA",31
2024,5,"FERRARI","SF90",24
2024,5,"FIAT","500",1370
2024,5,"FIAT","600",55
2024,5,"FIAT","DOBLO",1
2024,5,"FIAT","DUCATO",3439
2024,5,"FIAT","PANDA",430
2024,5,"FIAT","TIPO",77
2024,5,"FIAT","ULYSSE",
2024,5,"FISKER","OCEAN",12
2024,5,"FORD","EXPLORER",48
2024,5,"FORD","FIESTA",44
2024,5,"FORD","FOCUS",1484
2024,5,"FORD","GALAXY",
2024,5,"FORD","KUGA",1700
2024,5,"FORD","MUSTANG",222
2024,5,"FORD","MUSTANG MACH-E",223
2024,5,"FORD","PUMA",1424
2024,5,"FORD","S-MAX",6
2024,5,"FORD","TRANSIT CONNECT",504
2024,5,"FORD","TRANSIT COURIER",386
2024,5,"FORD","TRANSIT CUSTOM",636
2024,5,"FORD","TRANSIT, TOURNEO",1036
2024,5,"GWM","COFFEE 01",85
2024,5,"GWM","COFFEE 02",15
2024,5,"GWM","FUNKY CAT",158
2024,5,"GWM","ORA 07",10
2024,5,"HONDA","CIVIC",43
2024,5,"HONDA","CR-V",76
2024,5,"HONDA","E:NY1",121
2024,5,"HONDA","HR-V",102
2024,5,"HONDA","JAZZ",86
2024,5,"HONDA","ZR-V",36
2024,5,"HYUNDAI","BAYON",453
2024,5,"HYUNDAI","G70",6
2024,5,"HYUNDAI","G80",6
2024,5,"HYUNDAI","GV60",11
2024,5,"HYUNDAI","GV70",57
2024,5,"HYUNDAI","GV80",13
2024,5,"HYUNDAI","I 10",1099
2024,5,"HYUNDAI","I 20",1223
2024,5,"HYUNDAI","I 30",1312
2024,5,"HYUNDAI","IONIQ5",471
2024,5,"HYUNDAI","IONIQ6",258
2024,5,"HYUNDAI","KONA",834
2024,5,"HYUNDAI","SANTA FE",19
2024,5,"HYUNDAI","STARIA",309
2024,5,"HYUNDAI","TUCSON",2049
2024,5,"INEOS","GRENADIER",31
2024,5,"IVECO","DAILY",103
2024,5,"JAGUAR","E-PACE",36
2024,5,"JAGUAR","F-PACE",54
2024,5,"JAGUAR","F-TYPE",52
2024,5,"JAGUAR","I-PACE",10
2024,5,"JAGUAR","XE",6
2024,5,"JAGUAR","XF",7
2024,5,"JEEP","AVENGER",310
2024,5,"JEEP","COMPASS",394
2024,5,"JEEP","GRAND CHEROKEE",9
2024,5,"JEEP","RENEGADE",193
2024,5,"JEEP","WRANGLER",114
2024,5,"KIA","CEED",1518
2024,5,"KIA","EV6",495
2024,5,"KIA","EV9",94
2024,5,"KIA","NIRO",524
2024,5,"KIA","PICANTO",1025
2024,5,"KIA","RIO",7
2024,5,"KIA","SORENTO",398
2024,5,"KIA","SOUL",57
2024,5,"KIA","SPORTAGE",1171
2024,5,"KIA","STINGER",6
2024,5,"KIA","STONIC",491
2024,5,"LADA","NIVA",6
2024,5,"LAMBORGHINI","URUS",48
2024,5,"LAND ROVER","DEFENDER",187
2024,5,"LAND ROVER","DISCOVERY",29
2024,5,"LAND ROVER","DISCOVERY SPORT",66
2024,5,"LAND ROVER","RANGE ROVER",137
2024,5,"LAND ROVER","RANGE ROVER EVOQUE",168
2024,5,"LAND ROVER","RANGE ROVER SPORT",182
2024,5,"LAND ROVER","RANGE ROVER VELAR",117
2024,5,"LEXUS","ES",22
2024,5,"LEXUS","LBX",118
2024,5,"LEXUS","LC",12
2024,5,"LEXUS","LM",3
2024,5,"LEXUS","NX",106
2024,5,"LEXUS","RX",68
2024,5,"LEXUS","RZ",10
2024,5,"LEXUS","UX",36
2024,5,"LOTUS","ELETRE",13
2024,5,"LUCID","AIR",13
2024,5,"LYNK & CO","01",1
2024,5,"MAN","TGE",140
2024,5,"MASERATI","GRANTURISMO",1
2024,5,"MASERATI","GRECALE",23
2024,5,"MASERATI","LEVANTE",11
2024,5,"MAZDA","2",769
2024,5,"MAZDA","3",314
2024,5,"MAZDA","6",157
2024,5,"MAZDA","CX-5",855
2024,5,"MAZDA","CX-30",620
2024,5,"MAZDA","CX-60",432
2024,5,"MAZDA","MX-5",201
2024,5,"MAZDA","MX-30",153
2024,5,"MERCEDES","A-KLASSE",1533
2024,5,"MERCEDES","AMG GT",118
2024,5,"MERCEDES","B-KLASSE",618
2024,5,"MERCEDES","C-KLASSE",1920
2024,5,"MERCEDES","CITAN",409
2024,5,"MERCEDES","CLA-KLASSE",1192
2024,5,"MERCEDES","CLE",770
2024,5,"MERCEDES","CLS",16
2024,5,"MERCEDES","E-KLASSE",2695
2024,5,"MERCEDES","E-KLASSE COUPE",9
2024,5,"MERCEDES","G-KLASSE",411
2024,5,"MERCEDES","GL-KLASSE, GLS",304
2024,5,"MERCEDES","GLA",1844
2024,5,"MERCEDES","GLB",1290
2024,5,"MERCEDES","GLK, GLC",2026
2024,5,"MERCEDES","ML-KLASSE, GLE",1029
2024,5,"MERCEDES","S-KLASSE",586
2024,5,"MERCEDES","SL",98
2024,5,"MERCEDES","SPRINTER",804
2024,5,"MERCEDES","V-KLASSE",1687
2024,5,"MERCEDES","VITO",459
2024,5,"MG ROEWE","3",23
2024,5,"MG ROEWE","4",2064
2024,5,"MG ROEWE","5",72
2024,5,"MG ROEWE","MARVEL",19
2024,5,"MG ROEWE","RX6",123
2024,5,"MG ROEWE","ZS",398
2024,5,"MINI","MINI",1943
2024,5,"MITSUBISHI","ASX",159
2024,5,"MITSUBISHI","COLT",341
2024,5,"MITSUBISHI","ECLIPSE CROSS",174
2024,5,"MITSUBISHI","MIRAGE, SPACE STAR",976
2024,5,"NIO","EL6",7
2024,5,"NIO","EL7",3
2024,5,"NIO","ET5",8
2024,5,"NIO","ET7",16
2024,5,"NISSAN","ARIYA",26
2024,5,"NISSAN","JUKE",496
2024,5,"NISSAN","LEAF",84
2024,5,"NISSAN","PRIMASTAR",133
2024,5,"NISSAN","QASHQAI",618
2024,5,"NISSAN","TOWNSTAR",199
2024,5,"NISSAN","X-TRAIL",345
2024,5,"OPEL","ASTRA",5304
2024,5,"OPEL","COMBO",562
2024,5,"OPEL","CORSA",3354
2024,5,"OPEL","CROSSLAND X",1117
2024,5,"OPEL","GRANDLAND X",1098
2024,5,"OPEL","MOKKA",1516
2024,5,"OPEL","MOVANO",73
2024,5,"OPEL","VIVARO",11
2024,5,"OPEL","ZAFIRA LIFE",420
2024,5,"PEUGEOT","208",988
2024,5,"PEUGEOT","308",1287
2024,5,"PEUGEOT","408",209
2024,5,"PEUGEOT","508",279
2024,5,"PEUGEOT","2008",1400
2024,5,"PEUGEOT","3008",1073
2024,5,"PEUGEOT","5008",388
2024,5,"PEUGEOT","BOXER",324
2024,5,"PEUGEOT","EXPERT",46
2024,5,"PEUGEOT","RIFTER",22
2024,5,"POLESTAR","2",414
2024,5,"PORSCHE","911",1094
2024,5,"PORSCHE","BOXSTER",167
2024,5,"PORSCHE","CAYENNE",728
2024,5,"PORSCHE","CAYMAN",103
2024,5,"PORSCHE","MACAN",307
2024,5,"PORSCHE","PANAMERA",111
2024,5,"PORSCHE","TAYCAN",296
2024,5,"RENAULT","ARKANA",258
2024,5,"RENAULT","AUSTRAL",559
2024,5,"RENAULT","CAPTUR",671
2024,5,"RENAULT","CLIO",762
2024,5,"RENAULT","ESPACE",160
2024,5,"RENAULT","KANGOO",536
2024,5,"RENAULT","KOLEOS",22
2024,5,"RENAULT","MASTER",215
2024,5,"RENAULT","MEGANE",293
2024,5,"RENAULT","RAFALE",108
2024,5,"RENAULT","SCENIC",227
2024,5,"RENAULT","TRAFIC",271
2024,5,"RENAULT","TWINGO",370
2024,5,"RENAULT","ZOE",60
2024,5,"ROLLS ROYCE","CULLINAN",6
2024,5,"ROLLS ROYCE","SPECTRE",6
2024,5,"SEAT","ARONA",2236
2024,5,"SEAT","ATECA",2297
2024,5,"SEAT","BORN",1417
2024,5,"SEAT","FORMENTOR",3190
2024,5,"SEAT","IBIZA",2256
2024,5,"SEAT","LEON",3811
2024,5,"SEAT","TARRACO",826
2024,5,"SKODA","ENYAQ",1920
2024,5,"SKODA","FABIA",2518
2024,5,"SKODA","KAMIQ",2203
2024,5,"SKODA","KAROQ",2445
2024,5,"SKODA","KODIAQ",1578
2024,5,"SKODA","OCTAVIA",4450
2024,5,"SKODA","SCALA",978
2024,5,"SKODA","SUPERB",1393
2024,5,"SMART","1",1060
2024,5,"SMART","3",236
2024,5,"SMART","FORTWO",213
2024,5,"SSANGYONG","KORANDO",41
2024,5,"SSANGYONG","REXTON",38
2024,5,"SSANGYONG","TIVOLI",64
2024,5,"SSANGYONG","TORRES",54
2024,5,"SUBARU","BRZ",30
2024,5,"SUBARU","FORESTER",101
2024,5,"SUBARU","IMPREZA",3
2024,5,"SUBARU","OUTBACK",92
2024,5,"SUBARU","SOLTERRA",14
2024,5,"SUBARU","XV",16
2024,5,"SUZUKI","ACROSS",26
2024,5,"SUZUKI","IGNIS",510
2024,5,"SUZUKI","JIMNY",1
2024,5,"SUZUKI","SWACE",47
2024,5,"SUZUKI","SWIFT",327
2024,5,"SUZUKI","SX4",161
2024,5,"SUZUKI","VITARA",416
2024,5,"TESLA","MODEL 3",710
2024,5,"TESLA","MODEL S",10
2024,5,"TESLA","MODEL X",7
2024,5,"TESLA","MODEL Y",1169
2024,5,"TOYOTA","AYGO",1303
2024,5,"TOYOTA","BZ4",67
2024,5,"TOYOTA","C-HR",825
2024,5,"TOYOTA","CAMRY",3
2024,5,"TOYOTA","COROLLA",1233
2024,5,"TOYOTA","GR 86",44
2024,5,"TOYOTA","HIGHLANDER",9
2024,5,"TOYOTA","LANDCRUISER",60
2024,5,"TOYOTA","MIRAI",10
2024,5,"TOYOTA","PRIUS",4
2024,5,"TOYOTA","PROACE",251
2024,5,"TOYOTA","RAV 4",422
2024,5,"TOYOTA","SUPRA",11
2024,5,"TOYOTA","YARIS",2267
2024,5,"VINFAST","VF 8",8
2024,5,"VOLVO","60",628
2024,5,"VOLVO","90",174
2024,5,"VOLVO","C40",110
2024,5,"VOLVO","EX30",992
2024,5,"VOLVO","XC40",835
2024,5,"VOLVO","XC60",1732
2024,5,"VOLVO","XC90",627
2024,5,"VW","ARTEON",439
2024,5,"VW","CADDY",1751
2024,5,"VW","CRAFTER",446
2024,5,"VW","GOLF",8971
2024,5,"VW","ID. BUZZ",308
2024,5,"VW","ID.3",2383
2024,5,"VW","ID.4, ID.5",1831
2024,5,"VW","ID.7",475
2024,5,"VW","PASSAT",4155
2024,5,"VW","POLO",2793
2024,5,"VW","T-CROSS",2631
2024,5,"VW","T-ROC",7835
2024,5,"VW","TAIGO",2522
2024,5,"VW","TIGUAN",5360
2024,5,"VW","TOUAREG",949
2024,5,"VW","TOURAN",1271
2024,5,"VW","TRANSPORTER",3174
2024,5,"VW","UP",278
2024,5,"XPENG","P7",5
2024,6,"AIWAYS","U5",15
2024,6,"ALFA ROMEO","GIULIA",230
2024,6,"ALFA ROMEO","STELVIO",424
2024,6,"ALFA ROMEO","TONALE",278
2024,6,"ALPINE","A110",69
2024,6,"ASTON MARTIN","DBX",18
2024,6,"ASTON MARTIN","V8",14
2024,6,"AUDI","A1",1160
2024,6,"AUDI","A3",3149
2024,6,"AUDI","A4",3333
2024,6,"AUDI","A5",1239
2024,6,"AUDI","A6",2328
2024,6,"AUDI","A7",111
2024,6,"AUDI","A8",76
2024,6,"AUDI","E-TRON GT",157
2024,6,"AUDI","Q2",1324
2024,6,"AUDI","Q3",2460
2024,6,"AUDI","Q4",1445
2024,6,"AUDI","Q5",1913
2024,6,"AUDI","Q6",69
2024,6,"AUDI","Q7",387
2024,6,"AUDI","Q8",965
2024,6,"AUDI","R8",74
2024,6,"AUDI","TT",106
2024,6,"BENTLEY","BENTAYGA",32
2024,6,"BENTLEY","CONTINENTAL",99
2024,6,"BMW","1ER",2809
2024,6,"BMW","2ER",1271
2024,6,"BMW","3ER",2872
2024,6,"BMW","4ER",1780
2024,6,"BMW","5ER",1565
2024,6,"BMW","7ER",265
2024,6,"BMW","8ER",72
2024,6,"BMW","IX",324
2024,6,"BMW","X1",3059
2024,6,"BMW","X2",574
2024,6,"BMW","X3",3208
2024,6,"BMW","X4",515
2024,6,"BMW","X5",1327
2024,6,"BMW","X6",399
2024,6,"BMW","X7",310
2024,6,"BMW","XM",125
2024,6,"BMW","Z4",351
2024,6,"BYD","ATTO 3",87
2024,6,"BYD","DOLPHIN",34
2024,6,"BYD","SEAL",95
2024,6,"BYD","SEAL U",144
2024,6,"BYD","TANG",41
2024,6,"CADILLAC","ESCALADE",6
2024,6,"CADILLAC","XT4",14
2024,6,"CITROEN","BERLINGO",279
2024,6,"CITROEN","C3",3007
2024,6,"CITROEN","C4",569
2024,6,"CITROEN","C5",873
2024,6,"CITROEN","JUMPER",882
2024,6,"CITROEN","JUMPY",309
2024,6,"DACIA","DUSTER",3584
2024,6,"DACIA","JOGGER",1425
2024,6,"DACIA","LOGAN",83
2024,6,"DACIA","SANDERO",3630
2024,6,"DACIA","SPRING",83
2024,6,"DS","DS3",21
2024,6,"DS","DS4",169
2024,6,"DS","DS7 CROSSBACK",265
2024,6,"FERRARI","296",67
2024,6,"FERRARI","PORTOFINO",7
2024,6,"FERRARI","PUROSANGUE",40
2024,6,"FERRARI","ROMA",38
2024,6,"FERRARI","SF90",22
2024,6,"FIAT","500",3784
2024,6,"FIAT","600",70
2024,6,"FIAT","DOBLO",3
2024,6,"FIAT","DUCATO",3009
2024,6,"FIAT","PANDA",860
2024,6,"FIAT","TIPO",814
2024,6,"FIAT","ULYSSE",3
2024,6,"FISKER","OCEAN",7
2024,6,"FORD","EXPLORER",73
2024,6,"FORD","FIESTA",52
2024,6,"FORD","FOCUS",2258
2024,6,"FORD","GALAXY",2
2024,6,"FORD","KUGA",2558
2024,6,"FORD","MUSTANG",269
2024,6,"FORD","MUSTANG MACH-E",257
2024,6,"FORD","PUMA",1281
2024,6,"FORD","S-MAX",3
2024,6,"FORD","TRANSIT CONNECT",479
2024,6,"FORD","TRANSIT COURIER",322
2024,6,"FORD","TRANSIT CUSTOM",807
2024,6,"FORD","TRANSIT, TOURNEO",1080
2024,6,"GWM","COFFEE 01",53
2024,6,"GWM","COFFEE 02",17
2024,6,"GWM","FUNKY CAT",194
2024,6,"GWM","ORA 07",33
2024,6,"HONDA","CIVIC",95
2024,6,"HONDA","CR-V",128
2024,6,"HONDA","E:NY1",126
2024,6,"HONDA","HR-V",110
2024,6,"HONDA","JAZZ",115
2024,6,"HONDA","ZR-V",59
2024,6,"HYUNDAI","BAYON",535
2024,6,"HYUNDAI","G70",3
2024,6,"HYUNDAI","G80",7
2024,6,"HYUNDAI","GV60",12
2024,6,"HYUNDAI","GV70",35
2024,6,"HYUNDAI","GV80",13
2024,6,"HYUNDAI","I 10",1869
2024,6,"HYUNDAI","I 20",1051
2024,6,"HYUNDAI","I 30",1621
2024,6,"HYUNDAI","IONIQ5",1228
2024,6,"HYUNDAI","IONIQ6",238
2024,6,"HYUNDAI","KONA",1042
2024,6,"HYUNDAI","SANTA FE",44
2024,6,"HYUNDAI","STARIA",202
2024,6,"HYUNDAI","TUCSON",1588
2024,6,"INEOS","GRENADIER",36
2024,6,"IVECO","DAILY",119
2024,6,"JAGUAR","E-PACE",52
2024,6,"JAGUAR","F-PACE",73
2024,6,"JAGUAR","F-TYPE",61
2024,6,"JAGUAR","I-PACE",8
2024,6,"JAGUAR","XE",4
2024,6,"JAGUAR","XF",13
2024,6,"JEEP","AVENGER",381
2024,6,"JEEP","COMPASS",480
2024,6,"JEEP","GRAND CHEROKEE",6
2024,6,"JEEP","RENEGADE",132
2024,6,"JEEP","WRANGLER",194
2024,6,"KIA","CEED",1843
2024,6,"KIA","EV6",401
2024,6,"KIA","EV9",85
2024,6,"KIA","NIRO",715
2024,6,"KIA","PICANTO",1009
2024,6,"KIA","RIO",6
2024,6,"KIA","SORENTO",404
2024,6,"KIA","SOUL",52
2024,6,"KIA","SPORTAGE",1415
2024,6,"KIA","STINGER",2
2024,6,"KIA","STONIC",427
2024,6,"LADA","NIVA",
2024,6,"LAMBORGHINI","URUS",62
2024,6,"LAND ROVER","DEFENDER",223
2024,6,"LAND ROVER","DISCOVERY",70
2024,6,"LAND ROVER","DISCOVERY SPORT",96
2024,6,"LAND ROVER","RANGE ROVER",188
2024,6,"LAND ROVER","RANGE ROVER EVOQUE",267
2024,6,"LAND ROVER","RANGE ROVER SPORT",241
2024,6,"LAND ROVER","RANGE ROVER VELAR",225
2024,6,"LEXUS","ES",35
2024,6,"LEXUS","LBX",136
2024,6,"LEXUS","LC",11
2024,6,"LEXUS","LM",9
2024,6,"LEXUS","NX",130
2024,6,"LEXUS","RX",87
2024,6,"LEXUS","RZ",12
2024,6,"LEXUS","UX",14
2024,6,"LOTUS","ELETRE",22
2024,6,"LUCID","AIR",15
2024,6,"LYNK & CO","01",12
2024,6,"MAN","TGE",132
2024,6,"MASERATI","GRANTURISMO",6
2024,6,"MASERATI","GRECALE",34
2024,6,"MASERATI","LEVANTE",5
2024,6,"MAZDA","2",1009
2024,6,"MAZDA","3",347
2024,6,"MAZDA","6",289
2024,6,"MAZDA","CX-5",1150
2024,6,"MAZDA","CX-30",849
2024,6,"MAZDA","CX-60",528
2024,6,"MAZDA","MX-5",324
2024,6,"MAZDA","MX-30",159
