"year","month","model","registrations","market_share"
2024,10,"VOLVO EX30",213,1.5
2024,10,"TESLA MODEL 3",195,1.4
2024,10,"AUDI A3",193,1.3
2024,10,"BYD DOLPHIN",191,1.3
2024,10,"TOYOTA YARIS CROSS",185,1.3
2024,10,"CUPRA BORN",175,1.2
2024,10,"TOYOTA YARIS",167,1.2
2024,10,"NISSAN ARIYA",154,1.1
2024,10,"PEUGEOT 3008",152,1.1
2024,10,"TOYOTA BZ4X",150,1
2024,10,"SUZUKI SWIFT",143,1
2024,10,"MERCEDES-BENZ EQB",142,1
2024,10,"TOYOTA COROLLA CROSS",140,1
2024,10,"BMW I5",134,0.9
2024,10,"SKODA OCTAVIA",132,0.9
2024,10,"OPEL CORSA",120,0.8
2024,10,"MERCEDES-BENZ C-KLASSE",117,0.8
2024,10,"PEUGEOT 2008",114,0.8
2024,10,"VOLKSWAGEN T-ROC",114,0.8
2024,10,"PORSCHE MACAN",113,0.8
2024,10,"CUPRA FORMENTOR",112,0.8
2024,10,"SEAT IBIZA",112,0.8
2024,10,"SKODA KAMIQ",112,0.8
2024,10,"RENAULT SCENIC",111,0.8
2024,10,"HYUNDAI KONA",108,0.8
2024,10,"PEUGEOT 208",108,0.8
2024,10,"CITROEN C3",107,0.7
2024,10,"SKODA KAROQ",105,0.7
2024,10,"VOLKSWAGEN POLO",105,0.7
2024,10,"VOLKSWAGEN ID.5",104,0.7
2024,10,"BMW IX1",99,0.7
2024,10,"HYUNDAI IONIQ 5",99,0.7
2024,10,"PEUGEOT 5008",97,0.7
2024,10,"TOYOTA C-HR",97,0.7
2024,10,"FIAT 500",93,0.7
2024,10,"MERCEDES-BENZ A-KLASSE",91,0.6
2024,10,"KIA EV6",87,0.6
2024,10,"MERCEDES-BENZ GLB",87,0.6
2024,10,"POLESTAR 4",85,0.6
2024,10,"KIA NIRO",79,0.6
2024,10,"MG 4",79,0.6
2024,10,"FORD TOURNEO CUSTOM",76,0.5
2024,10,"XPENG G9",74,0.5
2024,10,"TOYOTA AYGO X",73,0.5
2024,10,"BMW X1",71,0.5
2024,10,"BMW IX3",70,0.5
2024,10,"KIA CEED",70,0.5
2024,10,"MERCEDES-BENZ EQE SUV",70,0.5
2024,10,"TOYOTA RAV4",69,0.5
2024,10,"MAZDA 2",68,0.5
2024,10,"BMW I4",67,0.5
2024,10,"RENAULT MEGANE E-TECH",67,0.5
2024,10,"FORD KUGA",65,0.5
2024,10,"BMW 1'ER",63,0.4
2024,10,"SKODA FABIA",63,0.4
2024,10,"POLESTAR 2",60,0.4
2024,10,"FORD MUSTANG MACH-E",58,0.4
2024,10,"RENAULT CAPTUR",56,0.4
2024,10,"MERCEDES-BENZ EQE",55,0.4
2024,10,"VOLKSWAGEN T-CROSS",54,0.4
2024,10,"VOLKSWAGEN TIGUAN",50,0.4
2024,10,"CUPRA TAVASCAN",49,0.3
2024,10,"BYD SEAL U",48,0.3
2024,10,"SUZUKI IGNIS",47,0.3
2024,10,"VOLKSWAGEN ID. BUZZ",47,0.3
2024,10,"MERCEDES-BENZ GLA",44,0.3
2024,10,"MINI 3-DØRS",43,0.3
2024,10,"HYUNDAI I10",42,0.3
2024,10,"BMW IX2",41,0.3
2024,10,"HYUNDAI IONIQ 6",41,0.3
2024,10,"MERCEDES-BENZ CLA",41,0.3
2024,10,"BYD SEAL",40,0.3
2024,10,"MINI COUNTRYMAN",38,0.3
2024,10,"VOLVO EC40",38,0.3
2024,10,"HONDA HR-V",37,0.3
2024,10,"VOLVO XC60",37,0.3
2024,10,"BMW X4",35,0.2
2024,10,"MAZDA CX-60",34,0.2
2024,10,"MAZDA MX-30",34,0.2
2024,10,"CITROEN C3 AIRCROSS",33,0.2
2024,10,"SKODA SCALA",33,0.2
2024,10,"HYUNDAI I20",30,0.2
2024,10,"MERCEDES-BENZ E-KLASSE",30,0.2
2024,10,"RENAULT AUSTRAL",30,0.2
2024,10,"MERCEDES-BENZ GLC",29,0.2
2024,10,"NISSAN JUKE",29,0.2
2024,10,"HYUNDAI TUCSON",28,0.2
2024,10,"AUDI Q3",27,0.2
2024,10,"VOLKSWAGEN PASSAT",27,0.2
2024,10,"FORD TRANSIT CUSTOM",25,0.2
2024,10,"BMW 5'ER",24,0.2
2024,10,"HONDA E:NY1",24,0.2
2024,10,"NISSAN X-TRAIL",23,0.2
2024,10,"TOYOTA COROLLA",23,0.2
2024,10,"SUZUKI VITARA",22,0.2
2024,10,"VOLVO V60",22,0.2
2024,10,"MERCEDES-BENZ SPRINTER",21,0.2
2024,10,"CUPRA LEON",19,0.1
2024,10,"DS 7 CROSSBACK",19,0.1
2024,10,"FORD CAPRI",19,0.1
2024,10,"KIA EV3",19,0.1
2024,10,"AUDI Q5",18,0.1
2024,10,"SKODA KODIAQ",18,0.1
2024,10,"BMW IX",17,0.1
2024,10,"KIA PICANTO",17,0.1
2024,10,"OPEL MOKKA",17,0.1
2024,10,"SUZUKI SX4",17,0.1
2024,10,"XPENG P7",16,0.1
2024,10,"DACIA SANDERO",15,0.1
2024,10,"HONGQI E-HS9",15,0.1
2024,10,"MERCEDES-BENZ VITO TOURER",15,0.1
2024,10,"SKODA KODIAQ IV",15,0.1
2024,10,"FORD TRANSIT",13,0.1
2024,10,"HYUNDAI I30",13,0.1
2024,10,"KIA STONIC",13,0.1
2024,10,"MAZDA CX-5",13,0.1
2024,10,"MAZDA CX-30",12,0.1
2024,10,"SEAT ARONA",12,0.1
2024,10,"VOLVO C40",12,0.1
2024,10,"FORD PUMA",11,0.1
2024,10,"GARIA SUPERSPORT",11,0.1
2024,10,"TOYOTA PROACE VERSO",11,0.1
2024,10,"VOLKSWAGEN TOURAN",11,0.1
2024,10,"DACIA JOGGER",10,0.1
2024,10,"DS 4",10,0.1
2024,10,"FORD FOCUS",10,0.1
2024,10,"KIA XCEED",10,0.1
2024,10,"BMW X5",9,0.1
2024,10,"FISKER OCEAN",9,0.1
2024,10,"OPEL ZAFIRA",9,0.1
2024,10,"BYD ATTO 3",8,0.1
2024,10,"KIA SPORTAGE",8,0.1
2024,10,"MERCEDES-BENZ GLE",8,0.1
2024,10,"MG EHS",8,0.1
2024,10,"POLESTAR 3",8,0.1
2024,10,"SEAT TAVASCAN",8,0.1
2024,10,"AUDI A5",7,0.1
2024,10,"KGM TORRES EVX",7,0.1
2024,10,"KIA EV9",7,0.1
2024,10,"LEXUS NX",7,0.1
2024,10,"MAZDA 3",7,0.1
2024,10,"VOLKSWAGEN CADDY",7,0.1
2024,10,"VOLKSWAGEN GOLF",7,0.1
2024,10,"BMW 4'ER",6,0
2024,10,"MERCEDES-BENZ EQV",6,0
2024,10,"MG MARVEL R",6,0
2024,10,"OPEL ASTRA",6,0
2024,10,"OPEL CROSSLAND",6,0
2024,10,"PORSCHE CAYENNE",6,0
2024,10,"PORSCHE TAYCAN",6,0
2024,10,"VOLVO V90",6,0
2024,10,"AUDI A1",5,0
2024,10,"CITROEN C4",5,0
2024,10,"HONDA CR-V",5,0
2024,10,"HYUNDAI SANTA FE",5,0
2024,10,"MERCEDES-BENZ V-KLASSE",5,0
2024,10,"MG ZS",5,0
2024,10,"PEUGEOT 308",5,0
2024,10,"SKODA SUPERB IV",5,0
2024,10,"AUDI A6",4,0
2024,10,"AUDI Q8 E-TRON",4,0
2024,10,"BAW PONY",4,0
2024,10,"HONDA JAZZ",4,0
2024,10,"LAND ROVER RANGE ROVER SPORT",4,0
2024,10,"LEXUS RZ",4,0
2024,10,"LOTUS ELETRE",4,0
2024,10,"MAZDA CX-80",4,0
2024,10,"MERCEDES-BENZ G-KLASSE",4,0
2024,10,"PEUGEOT EXPERT",4,0
2024,10,"SKODA SUPERB",4,0
2024,10,"SUZUKI S-CROSS",4,0
2024,10,"TOYOTA LAND CRUISER",4,0
2024,10,"VOLVO XC40",4,0
2024,10,"BMW 2'ER",3,0
2024,10,"BMW I7",3,0
2024,10,"HONDA CIVIC",3,0
2024,10,"JEEP AVENGER",3,0
2024,10,"JIA JI JJ2000DBP",3,0
2024,10,"LEXUS LBX",3,0
2024,10,"MAN TGE",3,0
2024,10,"MERCEDES-BENZ CITAN",3,0
2024,10,"MG HS",3,0
2024,10,"MINI 5-DØRS",3,0
2024,10,"MITSUBISHI ECLIPSE CROSS",3,0
2024,10,"NISSAN LEAF",3,0
2024,10,"TOYOTA PRIUS",3,0
2024,10,"TOYOTA PROACE CITY VERSO",3,0
2024,10,"VOLKSWAGEN CARAVELLE",3,0
2024,10,"VOLKSWAGEN MULTIVAN",3,0
2024,10,"AUDI Q7",2,0
2024,10,"BACH YM2000DP",2,0
2024,10,"CITROEN C5 AIRCROSS",2,0
2024,10,"CUPRA ATECA",2,0
2024,10,"FERRARI PUROSANGUE",2,0
2024,10,"KIA SORENTO",2,0
2024,10,"LAND ROVER RANGE ROVER",2,0
2024,10,"MASERATI GRECALE",2,0
2024,10,"MERCEDES-BENZ CLE",2,0
2024,10,"MERCEDES-BENZ S-KLASSE",2,0
2024,10,"MINI ACEMAN",2,0
2024,10,"SUZUKI SWACE",2,0
2024,10,"VOLKSWAGEN CRAFTER",2,0
2024,10,"VOLVO EX90",2,0
2024,10,"VOYAH FREE",2,0
2024,10,"AUDI A4",1,0
2024,10,"AUDI E-TRON GT",1,0
2024,10,"AUDI Q8",1,0
2024,10,"BYD TANG",1,0
2024,10,"FORD TOURNEO CONNECT",1,0
2024,10,"HDK NRG CAR",1,0
2024,10,"LOTUS EMEYA",1,0
2024,10,"MAZDA MX-5",1,0
2024,10,"MERCEDES-BENZ AMG GT",1,0
2024,10,"MERCEDES-BENZ EQS",1,0
2024,10,"MG 3",1,0
2024,10,"MG CYBERSTER",1,0
2024,10,"NILSSON HEARSE",1,0
2024,10,"NIO EL6",1,0
2024,10,"NIO ET5",1,0
2024,10,"PEUGEOT RIFTER",1,0
2024,10,"PEUGEOT TRAVELLER",1,0
2024,10,"PORSCHE 911",1,0
2024,10,"PORSCHE BOXSTER",1,0
2024,10,"PORSCHE PANAMERA",1,0
2024,10,"RENAULT TRAFIC",1,0
2024,10,"SEAT LEON",1,0
2024,10,"SUBARU SOLTERRA",1,0
2024,10,"TESLA MODEL X",1,0
2024,10,"TOYOTA SIENNA",1,0
2024,10,"VOLVO S60",1,0
2024,10,"VOLVO XC90",1,0
2024,10,"XINGYUN UTV",1,0
2024,10,"YUNLONG JJ 2000 DBP",1,0
2024,10,"AIWAYS U5",0,0
2024,10,"ALFA ROMEO TONALE",0,0
2024,10,"AUDI A7",0,0
2024,10,"AUDI A8",0,0
2024,10,"AUDI TT",0,0
2024,10,"BMW X3",0,0
2024,10,"BMW XM",0,0
2024,10,"CITROEN AMI",0,0
2024,10,"CITROEN BERLINGO",0,0
2024,10,"CITROEN C4 X",0,0
2024,10,"CITROEN C5 X",0,0
2024,10,"CITROEN Ë-C4 X",0,0
2024,10,"CITROEN E-SPACETOURER",0,0
2024,10,"CITROEN JUMPY",0,0
2024,10,"DACIA DUSTER",0,0
2024,10,"DACIA SPRING",0,0
2024,10,"DS 7",0,0
2024,10,"DS 9",0,0
2024,10,"FORD FIESTA",0,0
2024,10,"HARLEY DAVIDSON FLRT",0,0
2024,10,"HISUN HS",0,0
2024,10,"HYUNDAI BAYON",0,0
2024,10,"JAC E-JS4",0,0
2024,10,"JAGUAR E-PACE",0,0
2024,10,"KIA RIO",0,0
2024,10,"LAMBORGHINI URUS",0,0
2024,10,"LAND ROVER DISCOVERY SPORT",0,0
2024,10,"LEXUS ES",0,0
2024,10,"LEXUS RX",0,0
2024,10,"LEXUS UX",0,0
2024,10,"LINDEBJERG S1",0,0
2024,10,"LYNK & CO 01",0,0
2024,10,"MASERATI GRAN TURISMO",0,0
2024,10,"MAXUS EUNIQ5",0,0
2024,10,"MAXUS EUNIQ6",0,0
2024,10,"MERCEDES-BENZ B-KLASSE",0,0
2024,10,"MERCEDES-BENZ EQC",0,0
2024,10,"MERCEDES-BENZ EQS SUV",0,0
2024,10,"MERCEDES-BENZ GLS",0,0
2024,10,"MINI CABRIOLET",0,0
2024,10,"MITSUBISHI ASX",0,0
2024,10,"MITSUBISHI SPACE STAR",0,0
2024,10,"OPEL GRANDLAND",0,0
2024,10,"PEUGEOT 408",0,0
2024,10,"PEUGEOT 508",0,0
2024,10,"PORSCHE CAYMAN",0,0
2024,10,"POWERLAND TACHYON",0,0
2024,10,"REGAL RAPTOR REX CARGO",0,0
2024,10,"RENAULT MEGANE",0,0
2024,10,"SEAT ATECA",0,0
2024,10,"SSANGYONG TORRES",0,0
2024,10,"TESLA MODEL S",0,0
2024,10,"TOYOTA PROACE CITY",0,0
2024,10,"VOLKSWAGEN TAIGO",0,0
2024,10,"VOLKSWAGEN UP!",0,0
2024,10,"VOLVO S90",0,0
