"year","month","manufacturer","market_percent_total","total_registered"
2024,5,"MERCEDES",4.8,43735
2024,5,"SMART",0.2,2170
2024,5,"FORD",3,26982
2024,5,"VOLVO_CARS",2.9,26461
2024,5,"NISSAN",1.6,14606
2024,5,"TESLA",1.6,14568
2024,5,"SUZUKI",1.6,14137
2024,5,"MAZDA",1.4,12315
2024,5,"SAIC_MOTOR",1.5,13227
2024,5,"MITSUBISHI",0.5,4578
2024,5,"JAGUAR_LAND_ROVER_GROUP",0.6,5888
2024,5,"LAND_ROVER",0.6,5382
2024,5,"JAGUAR",0.1,506
2024,5,"HONDA",0.3,3027
2024,6,"VOLKSWAGEN_GROUP",26.3,286226
2024,6,"VOLKSWAGEN",11.4,124507
2024,6,"SKODA",5.5,60117
2024,6,"AUDI",4.7,50684
2024,6,"SEAT",2.1,22980
2024,6,"CUPRA",1.9,20943
2024,6,"PORSCHE",0.6,6253
2024,6,"STELLANTIS",17.3,188930
2024,6,"PEUGEOT",4.8,51978
2024,6,"CITROEN",3.7,40609
2024,6,"OPEL_VAUXHALL",3.3,36391
2024,6,"FIAT",3.4,36534
2024,6,"JEEP",1.1,11476
2024,6,"LANCIA_CHRYSLER",0.4,4164
2024,6,"ALFA_ROMEO",0.3,3649
2024,6,"DS",0.3,3679
2024,6,"RENAULT_GROUP",12.1,131875
2024,6,"RENAULT",6.8,74388
2024,6,"DACIA",5.2,56686
2024,6,"ALPINE",0.1,801
2024,6,"TOYOTA_GROUP",7,76096
2024,6,"TOYOTA",6.5,70718
2024,6,"LEXUS",0.5,5378
2024,6,"HYUNDAI_GROUP",7.3,79841
2024,6,"HYUNDAI",3.9,42172
2024,6,"KIA",3.5,37669
2024,6,"BMW_GROUP",5.7,61915
2024,6,"BMW",5,54267
2024,6,"MINI",0.7,7648
2024,6,"MERCEDES_BENZ",4.7,51331
2024,6,"MERCEDES",4.6,50546
2024,6,"SMART",0.1,785
2024,6,"FORD",2.7,29223
2024,6,"VOLVO_CARS",2.4,25890
2024,6,"TESLA",3.1,33680
2024,6,"NISSAN",1.8,19961
2024,6,"SUZUKI",1.7,18320
2024,6,"SAIC_MOTOR",1.9,20924
2024,6,"MAZDA",1.4,15405
2024,6,"MITSUBISHI",0.6,6592
2024,6,"JAGUAR_LAND_ROVER_GROUP",0.6,6217
2024,6,"LAND_ROVER",0.5,5617
2024,6,"JAGUAR",0.1,600
2024,6,"HONDA",0.3,3516
2024,7,"VOLKSWAGEN_GROUP",26.9,229387
2024,7,"VOLKSWAGEN",10.7,91018
2024,7,"SKODA",6.1,52391
2024,7,"AUDI",5.6,47706
2024,7,"SEAT",2.3,19260
2024,7,"CUPRA",1.6,13595
2024,7,"PORSCHE",0.6,4813
2024,7,"STELLANTIS",16.1,137012
2024,7,"PEUGEOT",5.2,43972
2024,7,"OPEL_VAUXHALL",3.3,28026
2024,7,"CITROEN",2.8,24091
2024,7,"FIAT",2.7,22609
2024,7,"JEEP",1.1,9499
2024,7,"LANCIA_CHRYSLER",0.3,2840
2024,7,"ALFA_ROMEO",0.3,2944
2024,7,"DS",0.3,2699
2024,7,"RENAULT_GROUP",10.4,88707
2024,7,"RENAULT",5.1,43738
2024,7,"DACIA",5.3,44809
2024,7,"ALPINE",0,160
2024,7,"HYUNDAI_GROUP",8.8,74724
2024,7,"HYUNDAI",4.5,38457
2024,7,"KIA",4.3,36267
2024,7,"TOYOTA_GROUP",8.3,70547
2024,7,"TOYOTA",7.7,65455
2024,7,"LEXUS",0.6,5092
2024,7,"BMW_GROUP",7,59468
2024,7,"BMW",6.1,51776
2024,7,"MINI",0.9,7692
2024,7,"MERCEDES_BENZ",5.2,44430
2024,7,"MERCEDES",5.2,44354
2024,7,"SMART",0,76
2024,7,"FORD",2.8,24051
2024,7,"VOLVO_CARS",2.6,22079
2024,7,"TESLA",1.4,11586
2024,7,"NISSAN",1.6,13439
2024,7,"SUZUKI",1.5,13177
2024,7,"SAIC_MOTOR",1.7,14063
2024,7,"MAZDA",1.1,9604
2024,7,"JAGUAR_LAND_ROVER_GROUP",0.6,5179
2024,7,"LAND_ROVER",0.6,4803
2024,7,"JAGUAR",0,376
2024,7,"MITSUBISHI",0.4,3049
2024,7,"HONDA",0.4,3398
